brandOwner,brandName,packageWeight,serving_size_in_g,protein_in_g,fat_in_g,carbohydrate_in_g,energy_in_kcal,fiber_in_g,calcium_in_mg,iron_in_mg,sugars_added_in_g,cholesterol_in_g,milk,corn_syrup,artificial_flavor,vanilla,water,cream,dark_chocolate,palm_oil,lemon,salt,almonds,soy,coconut,pecans,hazelnuts,white_chocolate,honey,total_ingredients
"Safeway, Inc.",SIGNATURE SELECT,100.0,30.0,10.0,36.7,43.3,567.0,13.3,67.0,10.7,26.7,0.0,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,12.0
"Safeway, Inc.",SIGNATURE SELECT,100.0,30.0,10.0,40.0,43.3,600.0,13.3,67.0,10.7,23.3,0.0,True,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,9.0
"Safeway, Inc.",SIGNATURE SELECT,100.0,30.0,10.0,36.7,46.7,567.0,13.3,67.0,10.7,26.7,0.0,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,20.0
NibMor Inc.,NIBMOR,510.0,51.0,7.84,39.2,49.0,490.0,9.8,57.0,9.8,29.4,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,8.0
Save Mart Supermarkets Inc.,PACIFIC COAST SELECTIONS,85.0,28.0,7.14,46.4,35.7,607.0,10.7,71.0,9.64,25.0,0.0,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,6.0
5150 Craft Chocolate LLC,5150 CHOCOLATE CO,50.0,50.0,6.0,46.0,44.0,560.0,14.0,40.0,1.6,28.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3.0
Guittard Chocolate Co.,GUITTARD,75.0,40.0,7.5,40.0,47.5,475.0,12.5,50.0,11.7,27.5,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,4.0
"Rje Trade International, Inc.",EVOLVED,71.0,28.0,7.14,42.9,46.4,500.0,10.7,143.0,8.57,25.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1.0
Ghirardelli Chocolate Company,GHIRARDELLI,532.5,32.0,6.25,46.9,43.8,531.0,9.4,62.0,3.75,25.0,0.0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,5.0
The Endangered Species Chocolate Co,ENDANGERED SPECIES CHOCOLATE,85.0,28.0,7.14,39.3,50.0,571.0,10.7,0.0,4.29,25.0,0.0,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,11.0
The Endangered Species Chocolate Co,ENDANGERED SPECIES CHOCOLATE,85.0,43.0,4.65,37.2,55.8,581.0,7.0,0.0,2.51,39.5,0.0,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,12.0
Harris-Teeter Inc.,HARRIS TEETER,100.0,38.0,7.89,44.7,44.7,605.0,10.5,0.0,19.0,26.3,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4.0
Harris-Teeter Inc.,HARRIS TEETER,100.0,38.0,10.5,44.7,44.7,605.0,10.5,53.0,19.0,23.7,0.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,5.0
The Endangered Species Chocolate Co,ENDANGERED SPECIES CHOCOLATE,85.0,28.0,7.14,39.3,50.0,607.0,10.7,0.0,4.29,28.6,0.0,True,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,12.0
Garrison Produce Inc.,MOKSHA,15.0,15.0,6.67,33.3,53.3,467.0,20.0,0.0,2.4,26.7,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4.0
Garrison Produce Inc.,MOKSHA,90.0,9.0,11.1,33.3,55.6,444.0,3.0,0.0,4.0,33.3,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4.0
Legal Times,MICHEL CLUIZEL,70.0,40.0,7.5,42.5,27.5,575.0,10.0,75.0,15.3,27.5,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,4.0
"Brooklyn Born Chocolate, LLC",BROOKLYN BORN CHOCOLATE,60.0,30.0,6.67,43.3,46.7,500.0,10.0,67.0,10.7,26.7,0.0,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,6.0
Legal Times,MICHEL CLUIZEL,100.0,40.0,7.5,40.0,27.5,518.0,10.0,50.0,12.2,25.0,0.0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,13.0
"Belgium's Chocolate Source, Inc.",NIRVANA,100.0,42.0,9.52,42.9,38.1,548.0,7.1,48.0,1.29,26.2,0.0,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,9.0
"Brooklyn Born Chocolate, LLC",BROOKLYN BORN CHOCOLATE,60.0,30.0,10.0,33.3,46.7,500.0,6.7,33.0,4.33,16.7,0.0,False,False,False,True,False,False,True,False,True,True,False,True,False,False,False,False,False,23.0
"Brooklyn Born Chocolate, LLC",BROOKLYN BORN CHOCOLATE,60.0,30.0,10.0,40.0,43.3,500.0,10.0,100.0,9.67,20.0,0.0,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,19.0
Brown & Haley,BROWN & HALEY,127.0,36.0,4.44,38.9,50.0,528.0,5.6,39.0,8.33,41.7,12.0,False,False,False,True,False,True,False,True,False,True,True,True,False,False,False,False,False,13.0
"Tops Markets, LLC",TOPS,100.0,30.0,10.0,40.0,46.7,500.0,13.3,67.0,18.0,26.7,0.0,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,7.0
The Endangered Species Chocolate Co,ENDANGERED SPECIES,85.0,28.0,7.14,42.9,46.4,607.0,10.7,0.0,4.29,17.9,0.0,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,13.0
Chocolate Chocolate Chocolate Company,BISSINGER'S,85.0,43.0,6.98,44.2,30.2,558.0,16.3,0.0,2.51,25.6,0.0,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,7.0
Chocolate Chocolate Chocolate Company,BISSINGER'S,23.0,23.0,8.7,43.5,30.4,565.0,17.4,0.0,3.13,26.1,0.0,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,7.0
Chocolate Chocolate Chocolate Company,BISSINGER'S,453.0,30.0,10.0,46.7,26.7,567.0,13.3,57.0,13.3,23.3,0.0,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,7.0
"Ship Guam, Inc.",CORACAO,57.0,14.0,21.4,50.0,28.6,643.0,0.0,0.0,7.71,14.3,0.0,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,10.0
Power-Selles Imports,BLANXART,125.0,30.0,6.67,50.0,26.7,593.0,10.0,0.0,6.0,23.3,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,4.0
Power-Selles Imports,BLANXART,125.0,30.0,6.67,50.0,26.7,590.0,10.0,50.0,6.67,16.7,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,4.0
"Safeway, Inc.",SIGNATURE SELECT,100.0,30.0,10.0,43.3,40.0,600.0,16.7,67.0,12.3,16.7,0.0,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,7.0
Millcreek Cacao Roasters LLC,MILLCREEK CACAO ROASTERS,50.0,25.0,12.0,48.0,36.0,552.0,12.0,80.0,7.2,20.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3.0
Lindt & Sprungli (Schweiz) AG,LINDT,100.0,30.0,10.0,46.7,36.7,567.0,16.7,90.0,3.33,16.7,17.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.0
Mars Chocolate North America LLC,MILKY WAY,131.0,34.0,2.94,17.6,70.6,471.0,0.0,59.0,1.06,58.8,15.0,True,True,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,21.0
Taza Chocolate,TAZA CHOCOLATE,70.0,35.0,8.57,37.1,40.0,600.0,17.1,286.0,2.06,17.1,0.0,False,False,False,True,False,False,False,False,False,True,True,False,True,False,False,False,False,10.0
L'Amourette,LAMOURETTE CHOCOLATIER,100.0,31.0,6.45,38.7,48.4,516.0,9.7,65.0,3.55,25.8,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.0
Power-Selles Imports,BLANXART,125.0,30.0,10.0,50.0,23.3,600.0,10.0,0.0,6.0,16.7,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,3.0
Kingston Marketing Co,CULINARY TOURS,174.09684350978966,25.0,8.0,48.0,36.0,640.0,16.0,60.0,24.4,12.0,0.0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,5.0
"Safeway, Inc.",SIGNATURE SELECT,100.0,30.0,10.0,46.7,33.3,633.0,16.7,100.0,13.0,13.3,0.0,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,7.0
"Dillon Companies, Inc.",SIMPLE TRUTH,90.0,30.0,10.0,53.3,33.3,633.0,13.3,67.0,20.0,13.3,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,4.0
Bashas' Markets,AJ'S FINE FOODS,85.0,43.0,9.3,46.5,34.9,535.0,14.0,70.0,11.6,14.0,0.0,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,7.0
"Ussac International, Inc.",PERUGINA,100.0,40.0,7.5,50.0,27.5,600.0,15.0,50.0,22.5,12.5,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,6.0
"Hy-Vee, Inc.",ZOET,174.09684350978966,38.0,10.5,50.0,39.5,658.0,15.8,53.0,23.7,10.5,0.0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,7.0
Kim's Chocolates N.V.,CACHET,100.0,25.0,8.0,52.0,36.0,640.0,16.0,0.0,22.8,12.0,0.0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,6.0
"Schnuck Markets, Inc.",CULINARIA,100.0,25.0,12.0,48.0,36.0,560.0,16.0,0.0,24.4,12.0,0.0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,6.0
Imagix Corp.,TRADER JOE'S,174.09684350978966,40.0,10.0,50.0,32.5,625.0,12.5,150.0,2.7,15.0,0.0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,5.0
Lindt & Sprungli (Schweiz) AG,LINDT,100.0,30.0,13.3,46.7,36.7,567.0,13.3,83.0,10.0,13.3,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,5.0
Torn & Glasser Inc,Torn & Glasser Inc,283.0,30.0,10.0,50.0,33.3,633.0,13.3,133.0,3.6,13.3,0.0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,6.0
Roasting Solutions LLC ,GALLER CHOCOLATIER,80.0,40.0,10.0,50.0,37.5,675.0,17.5,50.0,22.5,12.5,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,6.0
"Sinless Vegan, LLC",SINLESS RAW,174.09684350978966,28.0,3.57,50.0,42.9,486.0,7.1,0.0,0.0,0.0,0.0,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,10.0
Power-Selles Imports,BLANXART,125.0,30.0,10.0,46.7,23.3,580.0,13.3,50.0,6.67,16.7,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3.0
"Winn-Dixie Stores, Inc.",SE GROCERS,85.0,28.0,10.7,46.4,35.7,536.0,14.3,71.0,10.7,14.3,0.0,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,7.0
Ghirardelli Chocolate Company,GHIRARDELLI,117.1,32.0,9.38,56.2,34.4,562.0,12.5,62.0,4.38,9.4,0.0,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,7.0
Taza Chocolate,TAZA CHOCOLATE,70.0,35.0,8.57,48.6,37.1,657.0,8.6,0.0,5.66,11.4,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,3.0
Lindt & Sprungli (Schweiz) AG,LINDT,100.0,30.0,13.3,53.3,30.0,667.0,16.7,63.0,6.67,6.7,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,5.0
"Wal-Mart Stores, Inc.",SAM'S CHOICE,100.0,30.0,10.0,56.7,16.7,633.0,13.3,53.0,16.7,10.0,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,5.0
Guittard Chocolate Co.,GUITTARD,75.0,40.0,10.0,52.5,35.0,525.0,12.5,50.0,14.4,10.0,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,4.0
Lily's Sweets,LILYS,80.0,30.0,13.3,50.0,33.3,533.0,20.0,83.0,13.3,0.0,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,4.0
Lindt & Sprungli (Schweiz) AG,LINDT,80.0,32.0,12.5,56.2,25.0,625.0,15.6,66.0,6.25,3.1,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4.0
TAITAU,TAITAU,174.09684350978966,18.0,11.1,61.1,8.33,667.0,16.7,0.0,0.0,0.0,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,6.0
Beltrade,GUDRUN,520.0,42.0,4.76,35.7,54.8,548.0,4.8,95.0,2.57,45.2,12.0,True,False,False,True,True,False,True,True,True,True,True,True,True,False,True,True,False,104.0
"Savory Foods, Inc.",MAC BAR,77.9,26.0,3.85,34.6,57.7,538.0,7.7,0.0,6.92,50.0,0.0,True,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,8.0
"Savory Foods, Inc.",MAC CHOCOLATE BAR,77.9,26.0,3.85,34.6,57.7,538.0,7.7,0.0,6.92,50.0,0.0,True,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,9.0
"Savory Foods, Inc.",MAC CHOCOLATE BAR,77.9,26.0,3.85,34.6,53.8,538.0,7.7,0.0,5.54,46.2,19.0,True,False,True,True,False,False,False,True,False,True,True,True,False,False,False,False,False,21.0
Russell Stover Candies Inc.,RUSSELL STOVER,284.0,30.0,6.67,23.3,60.0,467.0,3.3,107.0,3.33,46.7,17.0,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,93.0
"Savory Foods, Inc.",MAC CHOCOLATE BAR,77.9,26.0,3.85,30.8,61.5,538.0,0.0,154.0,1.38,53.8,19.0,True,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,True,27.0
"Abdallah, Inc.",ABDALLAH,42.0,34.0,2.94,14.7,67.6,441.0,0.0,118.0,1.06,47.1,29.0,True,True,True,True,False,True,False,True,False,True,False,True,False,False,False,False,False,19.0
"Savory Foods, Inc.",MAC BAR,77.9,26.0,7.69,34.6,53.8,538.0,3.8,154.0,1.38,50.0,19.0,True,False,True,True,False,False,False,True,False,True,True,True,False,False,False,False,False,20.0
Russell Stover Candies Inc.,RUSSELL STOVER,510.0,45.0,4.44,20.0,68.9,467.0,2.2,89.0,1.6,57.8,11.0,True,True,True,True,True,False,False,True,True,True,True,True,True,True,False,True,True,86.0
"Hatch, Inc.",SIR FRANCIS BACON PEANUT BRITTLE,85.0,28.350000381469727,7.05,24.7,63.5,494.0,3.5,0.0,1.27,52.9,18.0,True,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,14.0
Lindt & Sprungli (Schweiz) AG,LINDT,100.0,30.0,6.67,33.3,60.0,533.0,6.7,40.0,3.33,46.7,17.0,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,8.0
"Savory Foods, Inc.",MAC CHOCOLATE BAR,77.9,26.0,7.69,34.6,57.7,538.0,0.0,77.0,1.38,53.8,0.0,True,False,True,False,False,False,False,True,False,True,False,True,True,False,False,True,False,17.0
Storck USA LP,STORCK,174.09684350978966,33.0,6.06,30.3,60.6,515.0,3.0,121.0,3.27,42.4,0.0,True,False,True,True,False,False,False,True,False,True,False,True,False,False,True,False,False,28.0
Storck USA LP,STORCK,33.0,33.0,6.06,30.3,60.6,515.0,3.0,121.0,3.27,42.4,0.0,True,False,True,True,False,False,False,True,False,True,False,True,False,False,True,False,False,28.0
Storck USA LP,STORCK,33.0,33.0,6.06,30.3,60.6,545.0,3.0,121.0,2.18,48.5,15.0,True,False,True,True,False,False,False,True,False,True,False,True,False,False,True,False,False,26.0
Storck USA LP,TOFFIFAY,250.0,33.0,6.06,30.3,60.6,515.0,3.0,130.0,3.03,42.4,0.0,True,False,True,True,False,False,False,True,False,True,False,True,False,False,True,False,False,28.0
Storck USA LP,TOFFIFAY,250.0,33.0,6.06,30.3,60.6,515.0,3.0,130.0,3.03,42.4,0.0,True,False,True,True,False,False,False,True,False,True,False,True,False,False,True,False,False,28.0
Thompson Brands LLC,THOMPSON CHOCOLATE,227.0,40.0,7.5,32.5,60.0,525.0,2.5,200.0,1.8,55.0,12.0,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,7.0
"Abdallah, Inc.",ABDALLAH,24.0,24.0,4.17,33.3,45.8,458.0,4.2,0.0,1.5,33.3,42.0,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,15.0
"Mozian & Associates, Inc.",ENDORFIN FOODS,40.0,40.0,7.5,42.5,47.5,500.0,12.5,50.0,9.0,22.5,0.0,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,9.0
Earth Source Inc.,RIGHTEOUSLY RAW,66.0,22.0,4.55,40.9,40.9,545.0,13.6,182.0,6.55,22.7,0.0,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,9.0
Ross Acquisition Inc.,WONDERSHOP,72.0,30.0,6.67,26.7,63.3,533.0,3.3,187.0,1.67,53.3,17.0,True,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,8.0
Nestle Canada,NESTLE,174.09684350978966,42.0,7.14,26.2,64.3,524.0,0.0,190.0,3.43,57.1,12.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,10.0
Affy Tapple L.L.C.,"AFFY TAPPLE, LLC",454.0,114.0,2.63,7.89,37.7,228.0,1.8,53.0,0.32,30.7,4.0,True,True,True,True,False,False,False,True,True,True,False,True,False,False,False,False,False,38.0
Can-Dles Int. Corp. Inc.,AGAMI SUPERFOODS,50.0,25.0,8.0,48.0,32.0,560.0,4.0,160.0,1.44,12.0,0.0,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,21.0
Can-Dles Int. Corp. Inc.,AGAMI SUPERFOODS,50.0,25.0,8.0,48.0,24.0,560.0,4.0,160.0,1.44,12.0,0.0,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,22.0
Can-Dles Int. Corp. Inc.,AGAMI SUPERFOODS,43.0,21.5,9.3,37.2,37.2,535.0,4.7,186.0,1.67,23.3,0.0,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,31.0
"Ahold USA, Inc. ",AHOLD,50.0,50.0,6.0,30.0,58.0,540.0,4.0,160.0,0.72,50.0,20.0,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,23.0
David Hayes Inc.,AKESSON'S,60.0,100.0,9.3,45.8,31.4,570.0,0.0,0.0,0.0,24.5,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,8.0
"Albanese Confectionery Group, Inc.",ALBANESE,397.0,40.0,7.5,30.0,60.0,550.0,2.5,200.0,1.8,52.5,25.0,True,True,True,True,False,False,False,False,False,True,False,True,True,False,False,False,False,31.0
R L Albert & Son Inc,ALBERTS CANDY,174.09684350978966,18.0,5.56,33.3,55.6,556.0,0.0,222.0,4.0,50.0,28.0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,7.0
Thompson Brands LLC,THOMPSON CHOCOLATE,227.0,40.0,7.5,32.5,60.0,525.0,2.5,200.0,1.8,55.0,12.0,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,7.0
"Vosges, Ltd.",VOSGES,70.9,43.0,4.65,23.3,51.2,419.0,4.7,47.0,6.28,44.2,23.0,True,False,False,True,True,False,True,False,False,True,False,True,False,False,False,True,False,36.0
Bader Publishing,FINE & RAW,54.0,28.0,7.14,32.1,42.9,489.0,10.7,0.0,5.14,30.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,4.0
AMG Global LLC,PRANA,113.0,40.0,7.5,50.0,37.5,575.0,7.5,100.0,4.5,27.5,0.0,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,8.0
"Whitman's Candies, Inc.",WHITMAN'S,340.0,35.0,5.71,25.7,57.1,486.0,2.9,57.0,3.09,45.7,14.0,True,True,True,True,True,False,False,True,True,True,True,True,True,True,False,False,True,80.0
"Sarris Candies, Inc.",SARRIS,174.09684350978966,42.0,4.76,23.8,59.5,476.0,4.8,112.0,2.38,47.6,12.0,True,True,True,True,False,False,False,True,True,True,True,True,True,True,True,False,False,82.0
Russell Stover Candies Inc.,RUSSELL STOVER,340.0,34.0,2.94,20.6,67.6,471.0,2.9,59.0,2.12,52.9,15.0,True,True,True,True,True,False,False,True,True,True,True,True,True,True,False,True,True,90.0
Russell Stover Candies Inc.,RUSSELL STOVER,340.0,33.0,3.03,18.2,66.7,455.0,3.0,61.0,2.18,54.6,15.0,True,True,True,True,True,False,False,True,True,True,True,True,True,True,False,False,True,76.0
